##########
#Run Name                    = 'example2'
#Number of spin dimensions   = 1
#Number of space dimensions  = 2
#Sidelenth of lattice        = 500
#Random Spins                = False
#Update Algorith             = Metropolis
#Beta Start                  = 1.000000e+00
#Beta End                    = 4.000000e+00
#Beta Step                   = 4.000000e+00
#Max Settle Iterations       = 25000
#Random Seed                 = 0
##########
#Beta        <m>          <E>         
2.082000e+00 1.520000e-04 -3.043072e+00
2.083000e+00 3.040000e-04 -3.041376e+00
2.084000e+00 4.080000e-04 -3.039712e+00
2.085000e+00 4.880000e-04 -3.041184e+00
2.086000e+00 9.600000e-05 -3.037024e+00
2.087000e+00 5.040000e-04 -3.036192e+00
2.088000e+00 3.920000e-04 -3.036896e+00
2.089000e+00 3.280000e-04 -3.037088e+00
2.090000e+00 2.080000e-04 -3.035648e+00
2.091000e+00 6.800000e-04 -3.033984e+00
2.092000e+00 6.000000e-04 -3.032416e+00
2.093000e+00 1.600000e-04 -3.028864e+00
2.094000e+00 3.200000e-04 -3.026016e+00
2.095000e+00 2.080000e-04 -3.026592e+00
2.096000e+00 8.000000e-06 -3.029216e+00
2.097000e+00 8.800000e-05 -3.026464e+00
2.098000e+00 1.280000e-04 -3.026048e+00
2.099000e+00 4.320000e-04 -3.026016e+00
2.100000e+00 2.800000e-04 -3.024928e+00
2.101000e+00 5.360000e-04 -3.026432e+00
2.102000e+00 1.136000e-03 -3.022528e+00
2.103000e+00 7.680000e-04 -3.022176e+00
2.104000e+00 1.256000e-03 -3.020928e+00
2.105000e+00 9.600000e-04 -3.018656e+00
2.106000e+00 8.400000e-04 -3.018656e+00
2.107000e+00 6.880000e-04 -3.014944e+00
2.108000e+00 1.920000e-04 -3.012896e+00
2.109000e+00 4.800000e-05 -3.008448e+00
2.110000e+00 3.440000e-04 -3.009312e+00
2.111000e+00 7.840000e-04 -3.010400e+00
2.112000e+00 8.640000e-04 -3.010080e+00
2.113000e+00 6.000000e-04 -3.008928e+00
2.114000e+00 5.760000e-04 -3.008224e+00
2.115000e+00 7.760000e-04 -3.008384e+00
2.116000e+00 4.240000e-04 -3.007296e+00
2.117000e+00 4.800000e-05 -3.007296e+00
2.118000e+00 9.600000e-05 -3.004320e+00
2.119000e+00 8.000000e-05 -3.006048e+00
2.120000e+00 3.520000e-04 -3.005856e+00
2.121000e+00 3.200000e-04 -3.000928e+00
2.122000e+00 2.960000e-04 -2.999104e+00
2.123000e+00 1.600000e-05 -2.998752e+00
2.124000e+00 1.680000e-04 -2.999008e+00
2.125000e+00 8.800000e-05 -2.995712e+00
2.126000e+00 2.720000e-04 -2.992320e+00
2.127000e+00 1.152000e-03 -2.993792e+00
2.128000e+00 7.440000e-04 -2.991584e+00
2.129000e+00 4.480000e-04 -2.987616e+00
2.130000e+00 5.680000e-04 -2.987072e+00
2.131000e+00 4.560000e-04 -2.983904e+00
2.132000e+00 3.200000e-05 -2.982368e+00
2.133000e+00 4.000000e-04 -2.980256e+00
2.134000e+00 4.640000e-04 -2.980448e+00
2.135000e+00 5.280000e-04 -2.981760e+00
2.136000e+00 8.000000e-04 -2.979680e+00
2.137000e+00 4.880000e-04 -2.978240e+00
2.138000e+00 1.920000e-04 -2.973632e+00
2.139000e+00 5.280000e-04 -2.972128e+00
2.140000e+00 7.360000e-04 -2.969408e+00
2.141000e+00 1.088000e-03 -2.967552e+00
2.142000e+00 1.200000e-03 -2.965824e+00
2.143000e+00 1.000000e-03 -2.963168e+00
2.144000e+00 5.520000e-04 -2.961664e+00
2.145000e+00 1.200000e-04 -2.958752e+00
2.146000e+00 2.960000e-04 -2.958048e+00
2.147000e+00 1.280000e-04 -2.956864e+00
2.148000e+00 3.680000e-04 -2.957344e+00
2.149000e+00 8.000000e-06 -2.955744e+00
2.150000e+00 8.000000e-05 -2.957056e+00
2.151000e+00 2.000000e-04 -2.959072e+00
2.152000e+00 2.080000e-04 -2.958080e+00
2.153000e+00 2.080000e-04 -2.958656e+00
2.154000e+00 3.360000e-04 -2.957056e+00
2.155000e+00 5.840000e-04 -2.955936e+00
2.156000e+00 9.440000e-04 -2.956704e+00
2.157000e+00 3.360000e-04 -2.955840e+00
2.158000e+00 4.480000e-04 -2.955232e+00
2.159000e+00 6.400000e-05 -2.953824e+00
2.160000e+00 8.000000e-05 -2.953152e+00
2.161000e+00 0.000000e+00 -2.952064e+00
2.162000e+00 4.720000e-04 -2.950592e+00
2.163000e+00 1.448000e-03 -2.945536e+00
2.164000e+00 1.792000e-03 -2.941152e+00
2.165000e+00 1.384000e-03 -2.940576e+00
2.166000e+00 8.880000e-04 -2.939296e+00
2.167000e+00 8.480000e-04 -2.938336e+00
2.168000e+00 1.120000e-03 -2.935040e+00
2.169000e+00 1.392000e-03 -2.935200e+00
2.170000e+00 1.200000e-04 -2.935040e+00
2.171000e+00 5.680000e-04 -2.934688e+00
2.172000e+00 2.560000e-04 -2.934784e+00
2.173000e+00 6.480000e-04 -2.932960e+00
2.174000e+00 4.240000e-04 -2.934272e+00
2.175000e+00 1.840000e-04 -2.932416e+00
2.176000e+00 8.800000e-05 -2.930432e+00
2.177000e+00 2.240000e-04 -2.930944e+00
2.178000e+00 2.480000e-04 -2.929344e+00
2.179000e+00 4.240000e-04 -2.926528e+00
2.180000e+00 5.200000e-04 -2.925088e+00
2.181000e+00 6.240000e-04 -2.923104e+00
2.182000e+00 1.432000e-03 -2.923008e+00
2.183000e+00 1.304000e-03 -2.921216e+00
2.184000e+00 5.440000e-04 -2.921280e+00
2.185000e+00 4.160000e-04 -2.919904e+00
2.186000e+00 4.640000e-04 -2.917024e+00
2.187000e+00 8.640000e-04 -2.916096e+00
2.188000e+00 6.880000e-04 -2.917184e+00
2.189000e+00 1.048000e-03 -2.917216e+00
2.190000e+00 5.040000e-04 -2.918496e+00
2.191000e+00 4.800000e-05 -2.915136e+00
2.192000e+00 2.160000e-04 -2.912800e+00
2.193000e+00 6.080000e-04 -2.913920e+00
2.194000e+00 5.520000e-04 -2.910912e+00
2.195000e+00 3.760000e-04 -2.909696e+00
2.196000e+00 7.200000e-05 -2.910528e+00
2.197000e+00 2.720000e-04 -2.910656e+00
2.198000e+00 4.800000e-04 -2.911680e+00
2.199000e+00 7.120000e-04 -2.910208e+00
2.200000e+00 1.008000e-03 -2.909600e+00
2.201000e+00 8.560000e-04 -2.906688e+00
2.202000e+00 4.800000e-04 -2.905440e+00
2.203000e+00 4.800000e-05 -2.905408e+00
2.204000e+00 1.680000e-04 -2.903616e+00
2.205000e+00 7.360000e-04 -2.903040e+00
2.206000e+00 6.800000e-04 -2.903264e+00
2.207000e+00 8.400000e-04 -2.898848e+00
2.208000e+00 6.880000e-04 -2.896832e+00
2.209000e+00 9.040000e-04 -2.892544e+00
2.210000e+00 5.280000e-04 -2.889728e+00
2.211000e+00 8.160000e-04 -2.888352e+00
2.212000e+00 6.400000e-04 -2.886976e+00
2.213000e+00 9.280000e-04 -2.884064e+00
2.214000e+00 1.008000e-03 -2.883680e+00
2.215000e+00 4.880000e-04 -2.883264e+00
2.216000e+00 0.000000e+00 -2.881952e+00
2.217000e+00 3.840000e-04 -2.881504e+00
2.218000e+00 4.080000e-04 -2.879680e+00
2.219000e+00 3.200000e-05 -2.879584e+00
2.220000e+00 2.080000e-04 -2.876512e+00
2.221000e+00 3.200000e-04 -2.875392e+00
2.222000e+00 3.440000e-04 -2.874112e+00
2.223000e+00 5.520000e-04 -2.872576e+00
2.224000e+00 8.000000e-05 -2.868352e+00
2.225000e+00 8.000000e-05 -2.865184e+00
2.226000e+00 2.800000e-04 -2.866848e+00
2.227000e+00 2.960000e-04 -2.867776e+00
2.228000e+00 3.200000e-05 -2.866784e+00
2.229000e+00 3.840000e-04 -2.867136e+00
2.230000e+00 6.000000e-04 -2.865440e+00
2.231000e+00 6.960000e-04 -2.862848e+00
2.232000e+00 1.376000e-03 -2.861344e+00
2.233000e+00 1.536000e-03 -2.860960e+00
2.234000e+00 1.624000e-03 -2.857920e+00
2.235000e+00 1.808000e-03 -2.859104e+00
2.236000e+00 1.616000e-03 -2.858112e+00
2.237000e+00 1.536000e-03 -2.857824e+00
2.238000e+00 1.648000e-03 -2.855008e+00
2.239000e+00 1.168000e-03 -2.852320e+00
2.240000e+00 1.680000e-03 -2.851360e+00
2.241000e+00 1.600000e-03 -2.849344e+00
2.242000e+00 1.360000e-03 -2.847936e+00
2.243000e+00 1.792000e-03 -2.846848e+00
2.244000e+00 1.240000e-03 -2.843808e+00
2.245000e+00 1.160000e-03 -2.842048e+00
2.246000e+00 7.280000e-04 -2.839520e+00
2.247000e+00 2.320000e-04 -2.840896e+00
2.248000e+00 4.960000e-04 -2.840480e+00
2.249000e+00 2.640000e-04 -2.838144e+00
2.250000e+00 5.200000e-04 -2.837184e+00
2.251000e+00 6.720000e-04 -2.836928e+00
2.252000e+00 8.320000e-04 -2.835584e+00
2.253000e+00 8.720000e-04 -2.834912e+00
2.254000e+00 1.048000e-03 -2.830016e+00
2.255000e+00 1.024000e-03 -2.827808e+00
2.256000e+00 1.024000e-03 -2.828800e+00
2.257000e+00 1.632000e-03 -2.825760e+00
2.258000e+00 1.552000e-03 -2.823552e+00
2.259000e+00 1.704000e-03 -2.823232e+00
2.260000e+00 1.736000e-03 -2.820512e+00
2.261000e+00 1.208000e-03 -2.818688e+00
2.262000e+00 1.680000e-04 -2.815392e+00
2.263000e+00 2.240000e-04 -2.812576e+00
2.264000e+00 8.000000e-04 -2.812704e+00
2.265000e+00 4.000000e-04 -2.811936e+00
2.266000e+00 2.960000e-04 -2.808160e+00
2.267000e+00 2.480000e-04 -2.804832e+00
2.268000e+00 2.560000e-04 -2.802880e+00
2.269000e+00 3.760000e-04 -2.802144e+00
2.270000e+00 1.200000e-04 -2.801920e+00
2.271000e+00 2.880000e-04 -2.800608e+00
2.272000e+00 2.400000e-05 -2.801952e+00
2.273000e+00 4.000000e-04 -2.799200e+00
2.274000e+00 8.320000e-04 -2.796736e+00
2.275000e+00 6.160000e-04 -2.798048e+00
2.276000e+00 4.240000e-04 -2.794848e+00
2.277000e+00 5.520000e-04 -2.796608e+00
2.278000e+00 3.040000e-04 -2.794560e+00
2.279000e+00 2.000000e-04 -2.794912e+00
2.280000e+00 2.080000e-04 -2.791712e+00
2.281000e+00 2.080000e-04 -2.791072e+00
2.282000e+00 8.000000e-06 -2.789024e+00
2.283000e+00 1.680000e-04 -2.786464e+00
2.284000e+00 3.760000e-04 -2.783712e+00
2.285000e+00 6.000000e-04 -2.781120e+00
2.286000e+00 9.120000e-04 -2.781824e+00
2.287000e+00 7.120000e-04 -2.780032e+00
2.288000e+00 7.600000e-04 -2.776416e+00
2.289000e+00 3.200000e-04 -2.775840e+00
2.290000e+00 7.680000e-04 -2.775904e+00
2.291000e+00 4.400000e-04 -2.775744e+00
2.292000e+00 1.040000e-04 -2.774688e+00
2.293000e+00 3.200000e-05 -2.774368e+00
2.294000e+00 8.000000e-05 -2.771040e+00
2.295000e+00 5.120000e-04 -2.768416e+00
2.296000e+00 3.200000e-04 -2.767648e+00
2.297000e+00 9.600000e-05 -2.761600e+00
2.298000e+00 1.920000e-04 -2.761312e+00
2.299000e+00 1.120000e-04 -2.759040e+00
2.300000e+00 1.600000e-05 -2.758336e+00
2.301000e+00 3.760000e-04 -2.757152e+00
2.302000e+00 4.080000e-04 -2.758016e+00
2.303000e+00 5.600000e-04 -2.755296e+00
2.304000e+00 1.224000e-03 -2.754720e+00
2.305000e+00 1.488000e-03 -2.756160e+00
2.306000e+00 1.032000e-03 -2.756288e+00
2.307000e+00 9.440000e-04 -2.755040e+00
2.308000e+00 9.040000e-04 -2.753632e+00
2.309000e+00 6.560000e-04 -2.749120e+00
2.310000e+00 4.960000e-04 -2.748448e+00
2.311000e+00 1.520000e-04 -2.745376e+00
2.312000e+00 3.280000e-04 -2.745824e+00
2.313000e+00 8.240000e-04 -2.743104e+00
2.314000e+00 9.520000e-04 -2.740416e+00
2.315000e+00 5.600000e-04 -2.742304e+00
2.316000e+00 6.480000e-04 -2.739520e+00
2.317000e+00 8.720000e-04 -2.739712e+00
2.318000e+00 4.080000e-04 -2.740704e+00
2.319000e+00 3.200000e-04 -2.737312e+00
2.320000e+00 5.200000e-04 -2.736192e+00
2.321000e+00 9.920000e-04 -2.732320e+00
2.322000e+00 1.280000e-03 -2.733664e+00
2.323000e+00 6.400000e-05 -2.733536e+00
2.324000e+00 2.080000e-04 -2.730720e+00
2.325000e+00 5.440000e-04 -2.728320e+00
2.326000e+00 4.880000e-04 -2.728704e+00
2.327000e+00 3.120000e-04 -2.725280e+00
2.328000e+00 1.840000e-04 -2.724352e+00
2.329000e+00 9.600000e-05 -2.721312e+00
2.330000e+00 3.440000e-04 -2.718688e+00
2.331000e+00 1.376000e-03 -2.717984e+00
2.332000e+00 1.360000e-03 -2.716896e+00
2.333000e+00 1.992000e-03 -2.714304e+00
2.334000e+00 1.168000e-03 -2.715200e+00
2.335000e+00 6.800000e-04 -2.712000e+00
2.336000e+00 1.680000e-04 -2.707776e+00
2.337000e+00 2.960000e-04 -2.704672e+00
2.338000e+00 1.360000e-04 -2.704416e+00
2.339000e+00 1.040000e-04 -2.701632e+00
2.340000e+00 1.440000e-04 -2.700512e+00
2.341000e+00 8.000000e-05 -2.699008e+00
2.342000e+00 2.800000e-04 -2.697760e+00
2.343000e+00 2.880000e-04 -2.698048e+00
2.344000e+00 8.000000e-04 -2.698592e+00
2.345000e+00 6.400000e-04 -2.698304e+00
2.346000e+00 8.560000e-04 -2.697472e+00
2.347000e+00 4.560000e-04 -2.696832e+00
2.348000e+00 5.040000e-04 -2.692896e+00
2.349000e+00 5.440000e-04 -2.693504e+00
2.350000e+00 4.480000e-04 -2.692160e+00
2.351000e+00 2.640000e-04 -2.689056e+00
2.352000e+00 5.600000e-05 -2.687712e+00
2.353000e+00 1.520000e-04 -2.686688e+00
2.354000e+00 2.000000e-04 -2.684128e+00
2.355000e+00 2.640000e-04 -2.682752e+00
2.356000e+00 5.040000e-04 -2.679968e+00
2.357000e+00 8.240000e-04 -2.675424e+00
2.358000e+00 2.880000e-04 -2.674208e+00
2.359000e+00 2.640000e-04 -2.671424e+00
2.360000e+00 2.480000e-04 -2.668736e+00
2.361000e+00 2.640000e-04 -2.668992e+00
2.362000e+00 3.040000e-04 -2.666272e+00
2.363000e+00 4.080000e-04 -2.665824e+00
2.364000e+00 1.040000e-04 -2.664352e+00
2.365000e+00 5.280000e-04 -2.663456e+00
2.366000e+00 7.200000e-05 -2.661568e+00
2.367000e+00 8.160000e-04 -2.657280e+00
2.368000e+00 8.480000e-04 -2.657888e+00
2.369000e+00 1.168000e-03 -2.655968e+00
2.370000e+00 2.096000e-03 -2.657216e+00
2.371000e+00 1.592000e-03 -2.652704e+00
2.372000e+00 1.912000e-03 -2.653408e+00
2.373000e+00 1.920000e-03 -2.651360e+00
2.374000e+00 1.328000e-03 -2.651360e+00
2.375000e+00 1.312000e-03 -2.650016e+00
2.376000e+00 1.496000e-03 -2.651392e+00
2.377000e+00 1.808000e-03 -2.644224e+00
2.378000e+00 1.384000e-03 -2.642752e+00
2.379000e+00 7.840000e-04 -2.636224e+00
2.380000e+00 1.520000e-04 -2.632096e+00
2.381000e+00 5.360000e-04 -2.629696e+00
2.382000e+00 5.200000e-04 -2.626528e+00
2.383000e+00 3.600000e-04 -2.626784e+00
2.384000e+00 3.040000e-04 -2.629920e+00
2.385000e+00 8.000000e-06 -2.627328e+00
2.386000e+00 8.000000e-05 -2.623712e+00
2.387000e+00 1.440000e-04 -2.624096e+00
2.388000e+00 1.040000e-04 -2.621696e+00
2.389000e+00 3.040000e-04 -2.619808e+00
2.390000e+00 1.120000e-04 -2.619616e+00
2.391000e+00 1.040000e-04 -2.616320e+00
2.392000e+00 7.200000e-05 -2.616512e+00
2.393000e+00 5.600000e-05 -2.614112e+00
2.394000e+00 5.360000e-04 -2.610976e+00
2.395000e+00 3.840000e-04 -2.609024e+00
2.396000e+00 2.960000e-04 -2.606176e+00
2.397000e+00 1.088000e-03 -2.605376e+00
2.398000e+00 1.448000e-03 -2.602016e+00
2.399000e+00 8.080000e-04 -2.601376e+00
2.400000e+00 3.520000e-04 -2.601120e+00
2.401000e+00 1.744000e-03 -2.602368e+00
2.402000e+00 2.088000e-03 -2.599872e+00
2.403000e+00 1.536000e-03 -2.600192e+00
2.404000e+00 2.208000e-03 -2.598208e+00
2.405000e+00 2.024000e-03 -2.594848e+00
2.406000e+00 2.232000e-03 -2.596000e+00
2.407000e+00 2.280000e-03 -2.595328e+00
2.408000e+00 1.088000e-03 -2.595808e+00
2.409000e+00 1.664000e-03 -2.594496e+00
2.410000e+00 1.440000e-03 -2.593216e+00
2.411000e+00 1.312000e-03 -2.588864e+00
2.412000e+00 1.384000e-03 -2.587808e+00
2.413000e+00 1.040000e-03 -2.584128e+00
2.414000e+00 1.368000e-03 -2.577600e+00
2.415000e+00 9.200000e-04 -2.576448e+00
2.416000e+00 9.680000e-04 -2.576288e+00
2.417000e+00 8.080000e-04 -2.575296e+00
2.418000e+00 9.120000e-04 -2.570752e+00
2.419000e+00 4.160000e-04 -2.569376e+00
2.420000e+00 5.680000e-04 -2.569056e+00
2.421000e+00 2.880000e-04 -2.566624e+00
2.422000e+00 3.360000e-04 -2.566784e+00
2.423000e+00 5.680000e-04 -2.565920e+00
2.424000e+00 2.880000e-04 -2.565344e+00
2.425000e+00 5.600000e-05 -2.563168e+00
2.426000e+00 2.160000e-04 -2.560800e+00
2.427000e+00 3.840000e-04 -2.557088e+00
2.428000e+00 4.240000e-04 -2.555904e+00
2.429000e+00 2.000000e-04 -2.554880e+00
2.430000e+00 2.400000e-04 -2.554144e+00
2.431000e+00 8.800000e-05 -2.553728e+00
2.432000e+00 4.800000e-05 -2.550848e+00
2.433000e+00 2.000000e-04 -2.550528e+00
2.434000e+00 4.160000e-04 -2.547168e+00
2.435000e+00 1.040000e-03 -2.543840e+00
2.436000e+00 6.400000e-04 -2.540512e+00
2.437000e+00 6.480000e-04 -2.538528e+00
2.438000e+00 8.480000e-04 -2.539328e+00
2.439000e+00 1.016000e-03 -2.535648e+00
2.440000e+00 4.080000e-04 -2.533184e+00
2.441000e+00 6.720000e-04 -2.531008e+00
2.442000e+00 7.920000e-04 -2.530528e+00
2.443000e+00 1.120000e-04 -2.530080e+00
2.444000e+00 3.440000e-04 -2.526592e+00
2.445000e+00 1.680000e-04 -2.524512e+00
2.446000e+00 1.520000e-04 -2.526912e+00
2.447000e+00 2.000000e-04 -2.522400e+00
2.448000e+00 5.840000e-04 -2.519776e+00
2.449000e+00 2.800000e-04 -2.518528e+00
2.450000e+00 3.200000e-04 -2.516448e+00
2.451000e+00 2.320000e-04 -2.515456e+00
2.452000e+00 1.216000e-03 -2.514304e+00
2.453000e+00 1.264000e-03 -2.512832e+00
2.454000e+00 1.336000e-03 -2.511744e+00
2.455000e+00 6.320000e-04 -2.508640e+00
2.456000e+00 6.480000e-04 -2.508000e+00
2.457000e+00 3.040000e-04 -2.506560e+00
2.458000e+00 6.400000e-04 -2.501184e+00
2.459000e+00 4.720000e-04 -2.499200e+00
2.460000e+00 3.120000e-04 -2.494528e+00
2.461000e+00 1.360000e-04 -2.488896e+00
2.462000e+00 4.080000e-04 -2.488704e+00
2.463000e+00 1.008000e-03 -2.492032e+00
2.464000e+00 1.248000e-03 -2.489568e+00
2.465000e+00 6.640000e-04 -2.489312e+00
2.466000e+00 8.720000e-04 -2.490496e+00
2.467000e+00 1.104000e-03 -2.487712e+00
2.468000e+00 8.000000e-04 -2.484608e+00
2.469000e+00 6.800000e-04 -2.486496e+00
2.470000e+00 2.080000e-04 -2.483712e+00
2.471000e+00 6.480000e-04 -2.485088e+00
2.472000e+00 5.040000e-04 -2.485696e+00
2.473000e+00 3.360000e-04 -2.481696e+00
2.474000e+00 2.800000e-04 -2.480480e+00
2.475000e+00 4.000000e-05 -2.478432e+00
2.476000e+00 8.000000e-05 -2.479296e+00
2.477000e+00 5.200000e-04 -2.477472e+00
2.478000e+00 1.232000e-03 -2.472512e+00
2.479000e+00 9.040000e-04 -2.471040e+00
2.480000e+00 6.480000e-04 -2.470208e+00
2.481000e+00 4.800000e-04 -2.466848e+00
2.482000e+00 3.200000e-04 -2.465760e+00
2.483000e+00 1.760000e-04 -2.465024e+00
2.484000e+00 4.800000e-05 -2.461728e+00
2.485000e+00 7.520000e-04 -2.460224e+00
2.486000e+00 2.240000e-04 -2.459680e+00
2.487000e+00 2.400000e-05 -2.458112e+00
2.488000e+00 3.040000e-04 -2.453952e+00
2.489000e+00 1.920000e-04 -2.453504e+00
2.490000e+00 2.400000e-04 -2.452384e+00
2.491000e+00 2.560000e-04 -2.451968e+00
2.492000e+00 1.360000e-04 -2.446560e+00
2.493000e+00 1.200000e-04 -2.443392e+00
2.494000e+00 1.680000e-04 -2.442880e+00
2.495000e+00 3.440000e-04 -2.443136e+00
2.496000e+00 8.800000e-05 -2.440352e+00
2.497000e+00 2.720000e-04 -2.439552e+00
2.498000e+00 7.120000e-04 -2.439296e+00
2.499000e+00 1.440000e-03 -2.440608e+00
2.500000e+00 8.320000e-04 -2.436224e+00
2.501000e+00 1.200000e-03 -2.437376e+00
2.502000e+00 1.656000e-03 -2.438112e+00
2.503000e+00 2.752000e-03 -2.436384e+00
2.504000e+00 2.968000e-03 -2.434464e+00
2.505000e+00 2.696000e-03 -2.431936e+00
2.506000e+00 2.240000e-03 -2.430912e+00
2.507000e+00 1.848000e-03 -2.428160e+00
2.508000e+00 1.464000e-03 -2.427680e+00
2.509000e+00 6.640000e-04 -2.426816e+00
2.510000e+00 5.440000e-04 -2.425888e+00
2.511000e+00 2.800000e-04 -2.424576e+00
2.512000e+00 6.320000e-04 -2.420576e+00
2.513000e+00 1.072000e-03 -2.415744e+00
2.514000e+00 9.440000e-04 -2.413920e+00
2.515000e+00 1.544000e-03 -2.410080e+00
2.516000e+00 1.312000e-03 -2.409248e+00
2.517000e+00 9.920000e-04 -2.404160e+00
2.518000e+00 1.248000e-03 -2.399552e+00
2.519000e+00 9.600000e-04 -2.400896e+00
2.520000e+00 1.376000e-03 -2.399584e+00
2.521000e+00 1.128000e-03 -2.397920e+00
2.522000e+00 1.336000e-03 -2.395168e+00
2.523000e+00 8.560000e-04 -2.395936e+00
2.524000e+00 6.640000e-04 -2.391584e+00
2.525000e+00 8.480000e-04 -2.391296e+00
2.526000e+00 8.240000e-04 -2.390144e+00
2.527000e+00 9.760000e-04 -2.387776e+00
2.528000e+00 6.400000e-04 -2.390272e+00
2.529000e+00 4.880000e-04 -2.389664e+00
2.530000e+00 8.880000e-04 -2.387168e+00
2.531000e+00 2.880000e-04 -2.385984e+00
2.532000e+00 1.840000e-04 -2.381472e+00
2.533000e+00 2.880000e-04 -2.380352e+00
2.534000e+00 1.680000e-04 -2.378624e+00
2.535000e+00 3.440000e-04 -2.375008e+00
2.536000e+00 9.760000e-04 -2.376448e+00
2.537000e+00 1.160000e-03 -2.373760e+00
2.538000e+00 1.112000e-03 -2.372928e+00
2.539000e+00 8.960000e-04 -2.373888e+00
2.540000e+00 8.800000e-04 -2.370112e+00
2.541000e+00 1.448000e-03 -2.368960e+00
2.542000e+00 1.240000e-03 -2.364960e+00
2.543000e+00 7.760000e-04 -2.362464e+00
2.544000e+00 1.184000e-03 -2.360576e+00
2.545000e+00 1.136000e-03 -2.358816e+00
2.546000e+00 6.480000e-04 -2.355936e+00
2.547000e+00 7.680000e-04 -2.354528e+00
2.548000e+00 5.760000e-04 -2.352128e+00
2.549000e+00 4.880000e-04 -2.349312e+00
2.550000e+00 3.280000e-04 -2.346656e+00
2.551000e+00 1.112000e-03 -2.346848e+00
2.552000e+00 9.520000e-04 -2.347936e+00
2.553000e+00 2.560000e-04 -2.347360e+00
2.554000e+00 3.360000e-04 -2.345760e+00
2.555000e+00 7.200000e-04 -2.346240e+00
2.556000e+00 7.760000e-04 -2.344000e+00
2.557000e+00 2.320000e-04 -2.341344e+00
2.558000e+00 4.960000e-04 -2.342016e+00
2.559000e+00 5.520000e-04 -2.342976e+00
2.560000e+00 6.480000e-04 -2.345312e+00
2.561000e+00 8.720000e-04 -2.342784e+00
2.562000e+00 9.520000e-04 -2.337856e+00
2.563000e+00 7.920000e-04 -2.332096e+00
2.564000e+00 7.360000e-04 -2.331616e+00
2.565000e+00 1.128000e-03 -2.331168e+00
2.566000e+00 7.840000e-04 -2.329728e+00
2.567000e+00 8.400000e-04 -2.326816e+00
2.568000e+00 5.680000e-04 -2.324736e+00
2.569000e+00 5.920000e-04 -2.323072e+00
2.570000e+00 4.800000e-05 -2.322528e+00
2.571000e+00 5.600000e-05 -2.320384e+00
2.572000e+00 4.720000e-04 -2.321408e+00
2.573000e+00 4.080000e-04 -2.317792e+00
2.574000e+00 4.000000e-05 -2.315584e+00
2.575000e+00 2.080000e-04 -2.312032e+00
2.576000e+00 2.240000e-04 -2.309568e+00
2.577000e+00 4.720000e-04 -2.305312e+00
2.578000e+00 2.560000e-04 -2.301504e+00
2.579000e+00 2.560000e-04 -2.300448e+00
2.580000e+00 8.000000e-05 -2.299680e+00
2.581000e+00 8.800000e-05 -2.298752e+00
2.582000e+00 2.640000e-04 -2.294944e+00
2.583000e+00 1.440000e-04 -2.291520e+00
2.584000e+00 2.400000e-04 -2.289120e+00
2.585000e+00 1.440000e-04 -2.286560e+00
2.586000e+00 7.200000e-05 -2.284128e+00
2.587000e+00 7.440000e-04 -2.281088e+00
2.588000e+00 9.200000e-04 -2.278240e+00
2.589000e+00 8.640000e-04 -2.277504e+00
2.590000e+00 2.400000e-05 -2.274528e+00
2.591000e+00 3.200000e-05 -2.272640e+00
2.592000e+00 3.520000e-04 -2.274528e+00
2.593000e+00 1.680000e-04 -2.272288e+00
2.594000e+00 2.480000e-04 -2.272640e+00
2.595000e+00 4.160000e-04 -2.271776e+00
2.596000e+00 6.960000e-04 -2.267488e+00
2.597000e+00 5.600000e-05 -2.268320e+00
2.598000e+00 5.600000e-04 -2.262208e+00
2.599000e+00 3.200000e-04 -2.260672e+00
2.600000e+00 4.440892e-22 -2.259616e+00
2.601000e+00 1.120000e-03 -2.257632e+00
2.602000e+00 1.312000e-03 -2.256416e+00
2.603000e+00 3.920000e-04 -2.255104e+00
2.604000e+00 6.000000e-04 -2.251328e+00
2.605000e+00 8.880000e-04 -2.248992e+00
2.606000e+00 1.920000e-04 -2.248032e+00
2.607000e+00 6.240000e-04 -2.244288e+00
2.608000e+00 5.120000e-04 -2.244704e+00
2.609000e+00 6.080000e-04 -2.242080e+00
2.610000e+00 9.440000e-04 -2.242592e+00
2.611000e+00 8.960000e-04 -2.242304e+00
2.612000e+00 6.640000e-04 -2.240576e+00
2.613000e+00 1.096000e-03 -2.238848e+00
2.614000e+00 1.048000e-03 -2.233952e+00
2.615000e+00 8.400000e-04 -2.232128e+00
2.616000e+00 7.280000e-04 -2.227904e+00
2.617000e+00 2.960000e-04 -2.228768e+00
2.618000e+00 2.480000e-04 -2.225184e+00
2.619000e+00 2.800000e-04 -2.222880e+00
2.620000e+00 1.032000e-03 -2.222080e+00
2.621000e+00 9.280000e-04 -2.219680e+00
2.622000e+00 5.760000e-04 -2.221408e+00
2.623000e+00 3.840000e-04 -2.219168e+00
2.624000e+00 3.120000e-04 -2.219168e+00
2.625000e+00 4.240000e-04 -2.216832e+00
2.626000e+00 4.560000e-04 -2.213376e+00
2.627000e+00 1.504000e-03 -2.208320e+00
2.628000e+00 7.600000e-04 -2.205856e+00
2.629000e+00 8.720000e-04 -2.204160e+00
2.630000e+00 9.920000e-04 -2.207200e+00
2.631000e+00 4.560000e-04 -2.205056e+00
2.632000e+00 3.760000e-04 -2.204512e+00
2.633000e+00 4.000000e-04 -2.200864e+00
